text,label
השעון היפה והקלאסי תלוי על הקיר ומראה את הזמן בסגנון מדויק ויפה,0
האוכף המודרני והמפנק מקנה לרוכב חווית רכיבה חלומית,0
הצמיד הזהב היוקרתי משדר ברק וכיסוי יוקרטי על היד,0
הקובץ המסודר והמאורגן עוזר לי לשמור על המחשבות מסודרות ומרוכזות,0
המכונית האדומה המהירה והמדויקת תמיד עם תחושת תקציב ראשונית,0
המצלמה המקצועית היא כלי עיקרי ללכוד את הרגעים המיוחדים בסביבה,0
הכסא הגבוה והנעים מספק תמיכה נכונה לגב ולפנים,0
המחבט האיכותי והיציב מאפשר לי לשחק בטניס כל ערב,0
הקישוט הנפלא והמיוחד מתלווה אלי באירועים מיוחדים,0
הארנק הקטן והמרוכז מאפשר לי לשמור על הכסף והכרטיסים בקלות,0
העטים הצבעוניים והחמים נותנים לי את הרגשה של יצירתיות וחדות דעת,0
הספריה המפוארת והמקסימה מזמינה אותי לשבת בה ולקרוא,0
הקערה העגולה והכדורית פותחת את האפשרויות ליצירתיות במטבח,0
האביזר המתוק והקטן כיסה את הפרטים הקטנים והמרגשים ביותר,0
המשקולות הכבדים והמגוונים מאפשרים לי לאמץ את הגוף באופן מאוזן,0
הנעליים האופנתיות והנוחות הן הבחירה המושלמת לשימוש היום יומי,0
הארנק הקלאסי והנועז מראה את האופי הייחודי שלי,0
הכדורגל הרטוב והצהוב מקפיץ ומביא שידור חי לכל משחק,0
העגלה האיכותית והפרקטית מקלה עלי ועל הילדים בכל סופ ש,0
הקיסריה האנטיקה והמרהיבה מתרחשת בלבב כל אוהבי ההיסטוריה,0
המסע המרגש והארוך לחו ל מצפה לי בעתיד הקרוב,0
התיק השחור הנוח והאיכותי נותן לי את האפשרות לשאת את כל החפצים החשובים,0
הכרית הכוחנית והמוכנה למגע היא הבחירה הטובה ביותר לשינה,0
האוהל הקטן והקל משדר נופש מושלם בטבע,0
האופנה הצעירה והצבעונית משתלבת מעולה עם האופי המעורר שלי,0
השמלה הארוכה והמפוארת משדרת רומנטיקה וחשק לכל אירוע,0
הבקבוק הפקקי והכמיך עם המשקה הקר הוא בחירה האידיאלית לקיץ,0
הסלולר החדש והמתקדם מאפשר לי להיות מחובר בכל זמן ובכל מקום,0
המחבט המסודר והאיכותי מפתיע בכוחו ובניהול המשחק,0
הטבלה הצבעונית והכפולה מקנה לקיר ייחודיות מרהיבה,0
הארנק הפרקטי והנוח כולל מקום לכרטיסים ולכסף,0
הכיסא המסתובב הוא חלק מהעיצוב המודרני של המשרד,0
הטלוויזיה המקובלת והמתקדמת משדרת שידורים באיכות גבוהה,0
הטלפון הנייד החדש והמתקדם מאפשר לי להיות מקושר לכל הזמן,0
הספרייה המרהיבה והגדולה כוללת רשימת קריאות איכותית,0
הנעליים הספורטיביות השחורות מתאימות לכל פעילות באוויר הפתוח,0
העגילים הזוגיים והמסודרים מספקים לי מראה מעניין ומושקע,0
הפלאפון החדש והקטן מגיע עם ממשק מודרני ואיכות סאונד גבוהה,0
הקומפיוטר המהיר והאיכותי מתאים לכל צורך בעבודה ובפנאי,0
מותחן מתוחזק הסתערות וקרבות מסעירים תוך מאבק לגילוי האמת האמיתית,0
סיפור מרגש של אהבה בין זוג צעיר שבמהלך הזמן עובר דרמטית ומרתק,0
פנטזיה אפייתית עם דמויות קסומות ומסעות מפתיעים לעולמות אחרים,0
סרט מצחיק וקליל שמתאר את המטרות הגבוהות וההתעקשות להשגתן,0
רומן פסיכולוגי המחקה את גבולות המוח והתחושות האנושיות,0
סרט דרמה מרגש שמתאר את הקשיים והאתגרים בניהול חיי פרטיים ועסקיים,0
תרבות מוזיקלית עשירה שמשקפת את ההשפעה של מוזיקה על חיי האדם,0
ספר אימה המספר על מסתורים בית עתיק ורחובות מפחידים בעיר,0
סרט אנימציה שמגלה עולם קסום ופנטסטי של מקומות ומפלצות,0
דיאלוגים משובחים והומור עשיר שבטון מסע בלתי נשכח בזמן ובמקום,0
סרט אקשן דינמי עם הרפתקאות מרדף וקרבות אדריכליות,0
רומן המתאר את עולם הפוליטיקה והכוח בדמיון ומרתק,0
סרט קומדי שמביא חיוך על פנים בכל פעם שמופעל,0
מותחן מסתורי הפולש לשכונה כדי לגלות את הרקע האמיתי של רצח פוליטי,0
רומן רומנטי מרגש עם דמויות אהובות שמתמודדות עם אתגרי החיים,0
סרט פעולה מרגש המשדר תחושת אדרנלין ומתח לקהל,0
דרמה חברתית המתארת את התמודדות האדם עם בעיותיו הפנימיות,0
סרט מדע בדיוני המציג עולמות חדשים וטכנולוגיות מתקדמות,0
סיפור משעשע ואופטימי עם מסר חברתי מעורר השראה,0
דרמה פוליטית מורכבת ומרתקת עם תצפיות ומעין בפרקים חדשים,0
סרט מסתורין המקנה לקוחותיו חשיבות גדולה לפרטים הקטנים,0
רומן המתאר תקופה היסטורית מוזרה ומרתקת,0
סרט רגשי שמתעסק בנושאים של אהבה אבקה ואבולוציה,0
סיפור מופתי על יחסי ידידות יקרות ונאמנות אמיצה,0
סרט מוזיקלי עם סיפור מרגש ומוזיקה יצירתית,0
דרמה רגשית עם מעברים נפשיים עמוקים ומשמעותיים,0
סרט רומנטי המתרחש בתקופה ההיסטורית הקרבית,0
פנטזיה מסתורית המעסיקה את הדמיונות והחלומות,0
דרמה משפחתית עמוקה עם קשיים וטעויות נפש,0
סרט אומגה-3 המסביר את היתרונות של המזון הבריא,0
פילוסופיה מרתקת המגלה תחושות עמוקות ואמיתיות,0
קומדיה מוסרית המשנה דרך רואה את העולם,0
סרט אימה עם מופתי תחושות חשש וחידות,0
סרט מדע בדיוני המתאר עתיד אלטרנטיבי,0
רומן המתאר סיפור נאהבות במקום האהוב ביותר,0
דרמה רפואית המתארת את המאבק למען תקווה,0
סרט אנימציה חמוד וקורע לב,0
פילמוגרפיה מרתקת המספרת את הסיפור האמיתי של דמיון וחלום,0
סרט אקשן קצבי ומרגש עם המון קרבות,0
דרמה חברתית סוחפת עם הודעה חשובה,0
רומן אהבה המעסיק תחושות של אהבה תשוקה ונאמנות,0
סרט אימה פסיכולוגי המשדר פחד ואדרנלין,0
פנטזיה נותנת תחושת קסם והרפתקה,0
דרמה פוליטית עם ידיעות עיתונאיות חשובות,0
סרט רומנטי המתרחש באגם קסום במרכזו של העין,0
קומדיה רומנטית המפנקת את הקהל עם צחוק עצמי,0
דרמה מרגשת המתארת את חיי האהבה המסובכים,0
סרט אקשן ירי וקרבות מפתיעים,0
דרמה משפחתית המתארת את הקשיים של נושא ההתערבות המפגרת,0
סרט תיעודי המספר את הסיפור האמיתי של אירוע דרמטי בהיסטוריה,0
פסיכולוגיה: המדע שמתעסק בחקר התנהגות ותהליכי חשיבה המשפיעים על רגשות ותחושות,0
תנ ך: ספרי הכתובים הקדושים המכילים את המקרא העברי,0
דמוקרטיה: סדרת ערכים ומערכת פוליטית המבוססת על שלטון העם,0
אנטרופיה: מונח פיזיקלי המתאר עליית ערך הבלאי,0
אלכוהוליזם: תופעה חברתית ורפואית הנגזרת מהתמכרות לאלכוהול,0
חיפושיות: תכונת מנועי חיפוש באינטרנט לסינון תוצאות רלוונטיות,0
סודה לשתייה: מרכיב כימי בהיסטוריה האנושית להחלפת חומצות בגוף,0
רביעיית הבייטובן: מערכת קוד דו־שונאית מופשטת במחשבים,0
חלל: האזור שמעבר לאטמוספירה בסביבת הכדור הארץ,0
תפריט פופ-אפ: תפריט בגרפיקת ממשק עם אפשרויות מזמינות בעלי פעל,0
נקמה: התגובה הרגשית להורג כתוצאה מפרת חוק,0
עצמאות: היכולת לפעול ולקבל החלטות באופן עצמאי,0
חיימשפחתיים: מונח ביולוגי המתאר את קבוצת המינים בהם מתחייב האחיזה,0
ערבית: שפה סמית פועלת דוקליט בעולם,0
קמפיין פוליטי: תהליך יצירתי של השקעת מסרים פוליטיים,0
דמוקרטיה ליברלית: פוליטיקה עקבית של קידום זכויות האדם והמשפטיות,0
עיבוד אות: שיטת הקלטת והפעלת אותות סביבניים כחלק ממערכת תקשורת,0
מסודות: עיסוי בריאותי במיטה לטיפוח של רגשות ופיזיות,0
ריקוד מודרני: ז'אנר ריקוד אמנותי עכשווי,0
גלאון: דיווח עיתונאי קטן שאובחן בעיקר כלקוח מקור ידע לקוראיו,0
ספר: עיטור פרוזה ופילוסופיה בצורת הדפוס,0
ציפורן: מבנה עצם השומר על תמיכה וממנון לגרירת רכב,0
דיפלומטיה: יכולת להוביל מדיניות חו לית בדיפלומטיה ומודיעינית,0
אנדרואיד: מערכת הפעלה מבוססת על לינוקס למכשירי ניידים,0
אמפיתיאטרון: אולם קונצרטים באוויר הפתוח,0
טבעת: מגנט שמזהה את המיקום בעולם הטבעי,0
סיבים תזונתיים: חומרים עם ערך תזונתי באוכל,0
אלבום מוזיקה: קובץ של יצירות מוזיקליות,0
דיאטה צמחונית: תזונה ללא השימוש במוצרים בעלי חיים,0
מערכת השפעת כדור הארץ: תהליך גאופיזי שמגדיר את תנאי החיים,0
תכנות: יצירת תוכניות בכלים ובשפות תכנות,0
גוגל: מנוע חיפוש נפוץ בעולם,0
גנטיקה: תחום הביולוגי שמתעסק בחקר השינויים בנושא חיי היצורים,0
מתמטיקה: תחום המדד ומודל פיזיקלי,0
טניס: משחק בין שני שחקנים עם מקלע ותחרות בכדור,0
מוזיאון: מוסד תרבותי לתצוגה של עבר ועתיד האדם,0
חשמל: נושא בפיזיקה שמתעסק בטעינות חשמליות,0
קריקט: משחק בכדור גם עם השתתפות פגועים וגוף בנאדם,0
קומיקס: מאייר שיצר סדרה של יצירות רבות,0
פרסומת: תכניות מסחריות שמיועדות לשיווק כלי חיצוני ומוצר צידולי,0
רובוטיקה: מסדר רובוטים בתחום הטכנולוגיה,0
מדיה חברתית: תקשורת ממומנת של קהל גורם,0
סמינר: פגישה מקצועית עם נושא מסוים,0
ספרות: כתבים מופשטים בעולם,0
פילוסופיה: קבלת משמעות העולם החידוש והאינטלקטואליזם,0
רקע תרבותי: רקע מכונה בהגדרת תרבות,0
פסיכואנליזה: תחום הפילוסופי של פרסון קלוג בטיפול פסיכואנליטי,0
תנועה חברתית: פעולה מדינית ופוליטית לאיחוד האוכלוסיה סביב מטרות ספציפיות,0
תקשורת פוליטית: תקשורת ציבורית בפוליטיקה ופרסומת,0
פוליטיקה פליטית: תחום הפעולה של פוליטיקה בעקבות שלטון מקומי ולאומי,0
 הצג אותי לאדם והוא יכיר אותי,0 
 יש מצב ביומך,0 
 התותח של הגבר הוא מתחת ללשון שלו,0 
 לכל פגז יש אח שלם,0 
 משאית תמיד עוזרת למחבל,0 
 לטעמי האינסוף רק מתקרר,0 
 זמן ממלך ושטן,0 
 זמן זהב,0 
 אהבה זה אחר,0 
 הכוח הוא התשוקה לשלט על השני,0 
 הדבר הכי חשוב בחיים הוא לא להפסיק לשאוב,0 
 גבור הוא מי שמתגבר על יצרו,0 
 האמת רגילה השקר מפליץ,0 
 מי שאומר שהכסף אינו מכריע הכל לעיתים קרובות נכון עם הכסף יכול לקנות הכל,0 
 כשאתה בא לעזור לאחרים אתה מעזור גם לעצמך,0 
 ההצלחה היא אינסטינקט חי,0 
 התועלת הכי חשובה היא שלא עושים הזמן קצר,0 
 ברק התחלה הוא רק חצי הכל,0 
 כשאתה נופל אתה לא נופל אחורה אתה נופל קדימה,0 
 יש לי אותה עצלות רק עכשיו בהסבר,0 
 לא כל מי שצוחק על פניו מאושר,0 
 במותו הכל נושא הכל חשיב,0 
 יש לי סוף סוף זמן גם לצעירים,0 
 מחוץ לארץ ישנם כמה אבירים מדליקים חופשיים,0 
 אין אדם שישן כמו זקן,0 
 החיים קצרים תעזור לך בעצמך,0 
 גדלתי עם מחשבה החשבון עוברת בראש,0 
 יש לי קטעים כשאני מדבר לקוראים שלי,0 
 האנשים לא ממתינים לאיש אימפרטנט,0 
 הרגשתי כמו מי שזה אני,0 
 בהתחלה לא הייתי יודע שיש קצה לעולם,0 
 בשביל העתיד לעצור את הרגע,0 
 הצלחה זה ללכת מיכאל בראון,0 
 קשה להיות קליל,0 
 החלמה זו הבראת עצמי,0 
 החיים הם מסע,0 
 כשאתה יודע שמסתיימים העניינים אתה יודע שהכל כלום,0 
 כשאני נפגש באוהדים אני שמח שאני הולך לאימונים,0 
 למה לקדש את הזמן לדעות של חלוקה?,0 
 הכי קשה זה להתמודד עם הקוד שלך,0 
 העיקר הוא להגיע לזה מה שזה,0 
 למי שיש יש,0 
 ההצלחה היא להגיע לזה,0 
 כשכולם דואגים לזה זה לא דבר רגיל,0 
 אין מה לעשות יש מקום לבדוק עצמי,0 
 קריאה זו היכולת להתמודד עם ההתמודדות,0 
 יש מה ללמוד מכל דבר,0 
 היכולת לשמוע את הצד השני היא היכולת להתמודד עם דברים,0 
 כשמעמיקים בנושא היהודי גם המוח עם הציון הגבוה,0 
 היכולת להיות חזק זה עוזר בהרבה,0
 קפה מאפה מרק ירקות שומשום וקמח חיטה,0
 בקבוק מים מלא עד גדותיו בשתייה חריפה וטעימה,0
 איש חסיד היה בלי מזון ומחיה,0
 מנוחה ושמחה אור ליהודים יום שבתון יום מחמדים,0
 שומריו וזוכריו המה מעידים כי לשישה קרואים ועומדים,0
והנה נשליך כעת את מעשה החכם ונתחיל לספר במעשה התם,0
עוד יהיה זמן שמי שיהיה איש כשר פשוט יהיה חידוש גדול כמו הבעל שם טוב,0
ונסע עמם ושמש אותם היטב מאד על הדרך בבואו לווארשא מאחר שהיה בר הבנה,0
למנצח על שושן עדות מכתם לדוד ללמד,1
בהצותו את ארם נהרים ואת ארם צובה וישב יואב ויך את אדום בגיא מלח שנים עשר אלף,1
אלהים זנחתנו פרצתנו אנפת תשובב לנו,1
הרעשתה ארץ פצמתה רפה שבריה כי מטה,1
הראיתה עמך קשה השקיתנו יין תרעלה,1
נתתה ליראיך נס להתנוסס מפני קשט סלה,1
למען יחלצון ידידיך הושיעה ימינך וענני,1
אלהים דבר בקדשו אעלזה אחלקה שכם ועמק סכות אמדד,1
לי גלעד ולי מנשה ואפרים מעוז ראשי יהודה מחקקי,1
מואב סיר רחצי על אדום אשליך נעלי עלי פלשת התרעעי,1
מי יבלני עיר מצור מי נחני עד אדום,1
הלא אתה אלהים זנחתנו ולא תצא אלהים בצבאותינו,1
הבה לנו עזרת מצר ושוא תשועת אדם,1
באלהים נעשה חיל והוא יבוס צרינו,1
כלומר לגלות מה משפט מסוים של הרב קוק אומר לאדם פלוני ומה נשאר בלבו מקריאת קטע כזה או אחר,0
חוסר היכולת לבדוק הבנה של טכסטים מסוג זה על ידי מבחן מהסוג הרגיל עלול ליצור בעיה קשה,0
אני מאמן מודל בינה מלאכותית שאמור לזהות האם טקסט מסויים הוא מהתנך או שהוא משפט סתמי,0
במאורה של בני משפחת ז'ונדט דלק אור,0
בגלל מזג האוויר שבחוץ הוא יבוא בכרכרה סגורה,0
מעניין היה לראות באיזה להט הביט האיש החולה שנמנע ממנו כל שינוי תנוחה מלבד הפניית ראשו מצד לצד בכל תזוזה של חברו במהלך המשחק,0
למרגלות לאדגֵייט היל סטה קצת מן הדרך כדי לספק את סקרנותו ולהעיף מבט בניוגייט,0
הנוסעים באוטובוס כמעט כולם חרדים אבל למפגינים לא אכפת,0
כדי למצוא תשובה לשאלה האינטליגנטית הזאת שצצה לי בכל יום מדי שעתיים בממוצע,0
הרבי שוהה כאן לימים ספורים למנוחה נחוצה אחרי החג ובנסיבות האלה אולי באמת עדיף מקום קטן ומבודד,0
נדרשת זהירות גדולה כאשר מבקשים ללמוד מהפנטזיה על הריאליה,0
הסיפורים היהודיים לעומתם אופיינו בקיפאון בתקיעות מעגלית לא פתורה. מתי מדבר רדומים-מאובנים,0
הר סיני מוקף במחיצה אימתנית ובת הקול יוצאת ממנו ומבקשת שיתירו אותה מכלא שבועתה,0
איש אחד הלך ברחוב,0
יום אחד הלך ברחוב איש אחד ששמו קיש,0
